"Test Article Name","Study Conclusion","Trial Result","Microsomal Activation Used",Protocol,"Study View",CASRN,"NTP Study ID"
"1,2,3,4-Diepoxybutane DL",Positive,"No Call",Nonactivation,"G05603.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G05603.sift)","002-01028-0002-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01028-0002-0000-5)"," 298-18-0",G05603
"1,2,3,4-Diepoxybutane DL",Positive,Positive,Nonactivation,"G05603.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G05603.sift)","002-01028-0002-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01028-0002-0000-5)"," 298-18-0",G05603
"1,2,3,4-Diepoxybutane DL",Positive,Positive,"Induced S9","G68489.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G68489.sift)","002-01028-0003-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01028-0003-0000-6)"," 298-18-0",G68489
"1,2,3,4-Diepoxybutane DL",Positive,Positive,"Non-Induced S9","G68489.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G68489.sift)","002-01028-0003-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01028-0003-0000-6)"," 298-18-0",G68489
"1,2,3-Trichloropropane",Positive,Positive,"Induced S9","544452.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/544452.sift)","002-01038-0009-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01038-0009-0000-3)"," 96-18-4",544452
"1,2,3-Trichloropropane",Positive,Equivocal,Nonactivation,"544452.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/544452.sift)","002-01038-0009-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01038-0009-0000-3)"," 96-18-4",544452
"1,2,3-Trichloropropane",Positive,"Negative and Non-Toxic",Nonactivation,"544452.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/544452.sift)","002-01038-0009-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01038-0009-0000-3)"," 96-18-4",544452
"1,2-Dibromo-3-chloropropane",Positive,Positive,Nonactivation,"063691.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/063691.sift)","002-01043-0015-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01043-0015-0000-6)"," 96-12-8",063691
"1,2-Dibromo-4-(1,2-dibromoethyl)cyclohexane",Positive,Positive,Nonactivation,"825772.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/825772.sift)","002-01044-0004-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01044-0004-0000-5)"," 3322-93-8",825772
"1,2-Dibromoethane",Positive,Positive,"Induced S9","G50253.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G50253.sift)","002-01045-0015-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01045-0015-0000-8)"," 106-93-4",G50253
"1,2-Dibromoethane",Positive,Positive,Nonactivation,"G50253.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G50253.sift)","002-01045-0015-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01045-0015-0000-8)"," 106-93-4",G50253
"1,2-Dibromoethane",Positive,Positive,"Induced S9","G62050.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G62050.sift)","002-01045-0016-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01045-0016-0000-9)"," 106-93-4",G62050
"1,2-Dibromoethane",Positive,Positive,Nonactivation,"G62050.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G62050.sift)","002-01045-0016-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01045-0016-0000-9)"," 106-93-4",G62050
"1,2-Dichlorobenzene",Positive,Positive,"Induced S9","881718.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/881718.sift)","002-01046-0013-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01046-0013-0000-7)"," 95-50-1",881718
"1,2-Dichlorobenzene",Positive,Inconclusive,Nonactivation,"881718.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/881718.sift)","002-01046-0013-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01046-0013-0000-7)"," 95-50-1",881718
"1,2-Dichlorobenzene",Positive,Negative,Nonactivation,"881718.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/881718.sift)","002-01046-0013-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01046-0013-0000-7)"," 95-50-1",881718
"1,2-Dichlorobenzene",Positive,,Nonactivation,"881718.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/881718.sift)","002-01046-0013-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01046-0013-0000-7)"," 95-50-1",881718
"1,2-Dichloropropane",Positive,Positive,"Induced S9","552580.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/552580.sift)","002-01048-0010-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01048-0010-0000-6)"," 78-87-5",552580
"1,2-Dichloropropane",Positive,Equivocal,Nonactivation,"552580.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/552580.sift)","002-01048-0010-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01048-0010-0000-6)"," 78-87-5",552580
"1,2-Dichloropropane",Positive,Negative,Nonactivation,"552580.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/552580.sift)","002-01048-0010-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01048-0010-0000-6)"," 78-87-5",552580
"1,2-Dichloropropane",Positive,Positive,"Induced S9","999130.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/999130.sift)","002-01048-0011-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01048-0011-0000-7)"," 78-87-5",999130
"1,2-Dichloropropane",Positive,Negative,Nonactivation,"999130.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/999130.sift)","002-01048-0011-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01048-0011-0000-7)"," 78-87-5",999130
"1,2-Epoxybutane",Positive,Positive,"Induced S9","119097.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/119097.sift)","002-01058-0011-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01058-0011-0000-8)"," 106-88-7",119097
"1,2-Epoxybutane",Positive,Positive,Nonactivation,"119097.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/119097.sift)","002-01058-0011-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01058-0011-0000-8)"," 106-88-7",119097
"1,2-Epoxybutane",Positive,Positive,"Induced S9","G18246.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G18246.sift)","002-01058-0012-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01058-0012-0000-9)"," 106-88-7",G18246
"1,2-Epoxybutane",Positive,Positive,Nonactivation,"G18246.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G18246.sift)","002-01058-0012-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01058-0012-0000-9)"," 106-88-7",G18246
"1,2-Epoxybutane",Positive,Positive,"Induced S9","G71732.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G71732.sift)","002-01058-0013-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01058-0013-0000-0)"," 106-88-7",G71732
"1,2-Epoxybutane",Positive,Positive,Nonactivation,"G71732.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G71732.sift)","002-01058-0013-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01058-0013-0000-0)"," 106-88-7",G71732
"1,2-Epoxyhexadecane",Positive,Inconclusive,"Induced S9","521012.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/521012.sift)","002-01061-0006-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01061-0006-0000-6)"," 7320-37-8",521012
"1,2-Epoxyhexadecane",Positive,Negative,"Induced S9","521012.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/521012.sift)","002-01061-0006-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01061-0006-0000-6)"," 7320-37-8",521012
"1,2-Epoxyhexadecane",Positive,Positive,"Induced S9","521012.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/521012.sift)","002-01061-0006-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01061-0006-0000-6)"," 7320-37-8",521012
"1,2-Epoxyhexadecane",Positive,Inconclusive,Nonactivation,"521012.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/521012.sift)","002-01061-0006-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01061-0006-0000-6)"," 7320-37-8",521012
"1,2-Epoxyhexadecane",Positive,Negative,Nonactivation,"521012.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/521012.sift)","002-01061-0006-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01061-0006-0000-6)"," 7320-37-8",521012
"1,2-Epoxyhexadecane",Positive,Positive,Nonactivation,"521012.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/521012.sift)","002-01061-0006-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01061-0006-0000-6)"," 7320-37-8",521012
"1,2-Propylene oxide",Positive,Negative,Nonactivation,"024319.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/024319.sift)","002-01065-0013-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01065-0013-0000-8)"," 75-56-9",024319
"1,2-Propylene oxide",Positive,Positive,Nonactivation,"024319.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/024319.sift)","002-01065-0013-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01065-0013-0000-8)"," 75-56-9",024319
"1,3-Butadiene",Negative,"Negative and Non-Toxic","Induced S9","614566.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/614566.sift)","002-01070-0012-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01070-0012-0000-3)"," 106-99-0",614566
"1,3-Butadiene",Negative,"Negative and Non-Toxic",Nonactivation,"614566.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/614566.sift)","002-01070-0012-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01070-0012-0000-3)"," 106-99-0",614566
"1,3-Dichloro-1-propene",Positive,Positive,Nonactivation,"725960.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/725960.sift)","002-01076-0012-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01076-0012-0000-9)"," 542-75-6",725960
"1,3-Dichloro-5,5-dimethylhydantoin",Positive,Inconclusive,Nonactivation,"659873.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/659873.sift)","002-01073-0007-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01073-0007-0000-0)"," 118-52-5",659873
"1,3-Dichloro-5,5-dimethylhydantoin",Positive,Negative,Nonactivation,"659873.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/659873.sift)","002-01073-0007-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01073-0007-0000-0)"," 118-52-5",659873
"1,3-Dichloro-5,5-dimethylhydantoin",Positive,Positive,Nonactivation,"659873.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/659873.sift)","002-01073-0007-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01073-0007-0000-0)"," 118-52-5",659873
"1,4-Dichlorobenzene",Equivocal,Negative,"Induced S9","465704.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/465704.sift)","002-01091-0010-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01091-0010-0000-4)"," 106-46-7",465704
"1,4-Dichlorobenzene",Equivocal,Positive,"Induced S9","465704.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/465704.sift)","002-01091-0010-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01091-0010-0000-4)"," 106-46-7",465704
"1,4-Dichlorobenzene",Equivocal,Inconclusive,Nonactivation,"465704.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/465704.sift)","002-01091-0010-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01091-0010-0000-4)"," 106-46-7",465704
2-Acetamidofluorene,Positive,Positive,"Induced S9","G09551.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G09551.sift)","002-01265-0003-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01265-0003-0000-9)"," 53-96-3",G09551
2-Acetamidofluorene,Positive,Positive,"Non-Induced S9","G09551.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G09551.sift)","002-01265-0003-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01265-0003-0000-9)"," 53-96-3",G09551
2-Acetamidofluorene,Positive,"No Call",Nonactivation,"G09551.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G09551.sift)","002-01265-0003-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01265-0003-0000-9)"," 53-96-3",G09551
2-Acetamidofluorene,Positive,Positive,Nonactivation,"G09551.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G09551.sift)","002-01265-0003-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01265-0003-0000-9)"," 53-96-3",G09551
2-Acetamidofluorene,Positive,Positive,"Induced S9","G52274.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G52274.sift)","002-01265-0004-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01265-0004-0000-0)"," 53-96-3",G52274
2-Acetamidofluorene,Positive,Positive,"Non-Induced S9","G52274.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G52274.sift)","002-01265-0004-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01265-0004-0000-0)"," 53-96-3",G52274
2-Acetamidofluorene,Positive,Positive,Nonactivation,"G52274.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G52274.sift)","002-01265-0004-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01265-0004-0000-0)"," 53-96-3",G52274
2-Amino-4-nitrophenol,Positive,Positive,Nonactivation,"705388.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/705388.sift)","002-01277-0011-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01277-0011-0000-1)"," 99-57-0",705388
2-Amino-5-nitrophenol,Positive,Positive,Nonactivation,"210466.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/210466.sift)","002-01283-0008-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01283-0008-0000-4)"," 121-88-0",210466
2-Amino-5-nitrothiazole,Positive,Positive,"Induced S9","G59371.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G59371.sift)","002-01284-0008-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01284-0008-0000-5)"," 121-66-4",G59371
2-Amino-5-nitrothiazole,Positive,Positive,Nonactivation,"G59371.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G59371.sift)","002-01284-0008-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01284-0008-0000-5)"," 121-66-4",G59371
2-Amino-5-nitrothiazole,Positive,Positive,"Induced S9","G77278.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G77278.sift)","002-01284-0009-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01284-0009-0000-6)"," 121-66-4",G77278
2-Amino-5-nitrothiazole,Positive,Positive,Nonactivation,"G77278.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G77278.sift)","002-01284-0009-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01284-0009-0000-6)"," 121-66-4",G77278
"2-Biphenylamine hydrochloride",Positive,Positive,"Induced S9","092229.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/092229.sift)","002-01294-0023-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01294-0023-0000-3)"," 2185-92-4",092229
"2-Biphenylamine hydrochloride",Positive,Negative,Nonactivation,"092229.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/092229.sift)","002-01294-0023-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01294-0023-0000-3)"," 2185-92-4",092229
"2-Chloro-p-phenylenediamine sulfate",Positive,Positive,Nonactivation,"962361.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/962361.sift)","002-01308-0008-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01308-0008-0000-2)"," 61702-44-1",962361
2-Chloroethanol,Positive,Positive,"Induced S9","951597.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/951597.sift)","002-01311-0010-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01311-0010-0000-9)"," 107-07-3",951597
2-Chloroethanol,Positive,"Negative and Non-Toxic",Nonactivation,"951597.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/951597.sift)","002-01311-0010-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01311-0010-0000-9)"," 107-07-3",951597
"2-Chloroethyltrimethylammonium chloride",Negative,"Negative and Non-Toxic","Induced S9","899913.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/899913.sift)","002-01313-0011-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01313-0011-0000-2)"," 999-81-5",899913
"2-Chloroethyltrimethylammonium chloride",Negative,"Negative and Non-Toxic",Nonactivation,"899913.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/899913.sift)","002-01313-0011-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01313-0011-0000-2)"," 999-81-5",899913
"2-Chloromethylpyridine hydrochloride",Positive,Positive,Nonactivation,"861777.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/861777.sift)","002-01314-0013-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01314-0013-0000-5)"," 6959-47-3",861777
2-Mercaptobenzimidazole,Positive,Equivocal,"Induced S9","751815.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/751815.sift)","002-01341-0011-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01341-0011-0000-3)"," 583-39-1",751815
2-Mercaptobenzimidazole,Positive,Inconclusive,"Induced S9","751815.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/751815.sift)","002-01341-0011-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01341-0011-0000-3)"," 583-39-1",751815
2-Mercaptobenzimidazole,Positive,Negative,"Induced S9","751815.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/751815.sift)","002-01341-0011-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01341-0011-0000-3)"," 583-39-1",751815
2-Mercaptobenzimidazole,Positive,Positive,"Induced S9","751815.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/751815.sift)","002-01341-0011-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01341-0011-0000-3)"," 583-39-1",751815
2-Mercaptobenzimidazole,Positive,Inconclusive,Nonactivation,"751815.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/751815.sift)","002-01341-0011-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01341-0011-0000-3)"," 583-39-1",751815
